id,用户,内容,属性,状态,IP,时间,排序,类型,审核管理员,话题
"324762","    Aff：504268104 , 活力演变尊云 Vip：undefined 余额：0  |  收益：0  认证：否     "," 这个女人是我最喜欢的人 #人妻熟女  这个女人是我最喜欢的人 "," 图片：1  |  视频：0  点赞：0  |  浏览：50  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：106.8.219.244  城市：河北 "," 创：2026-04-01 13:15:49 改：2026-04-01 17:19:27 ","0","图片","ake123(id: 256)","人妻熟女"
"324761","    Aff：383824985 , 母鸡 Vip：undefined 余额：50  |  收益：0  认证：否     "," 哪位大神帮忙脱光光， #AI写真  哪位大神帮忙脱光光， "," 图片：3  |  视频：0  点赞：1  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.127.219.210  城市：内蒙古 "," 创：2026-04-01 13:14:10 改：2026-04-01 16:58:47 ","0","图片","ake123(id: 256)","AI写真"
"324760","    Aff：444851395 , 神勇金针菇 Vip：undefined 余额：216  |  收益：0  认证：否     "," 分享一个昨天晚上的故事 #达人原创  一个少妇由于实在无法录制视频，但是昨天晚上狠狠的操了 "," 图片：0  |  视频：0  点赞：0  |  浏览：210  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.57.91.81  城市：山西 "," 创：2026-04-01 13:13:30 改：2026-04-01 20:44:09 ","0","文字","ake123(id: 256)","达人原创"
"324759","    Aff：97339059 , 熊二刺秦王 Vip：undefined 余额：1  |  收益：0  认证：否     "," 到新疆东奥斯卡出口处看看 #达人原创  电话ID欧松哦数学基础韭菜鸡蛋加 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：116.169.71.89  城市：四川 "," 创：2026-04-01 13:12:36 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324758","    Aff：344355208 , 务实用小熊猫 Vip：undefined 余额：60  |  收益：0  认证：否     "," 兄弟们来签到打卡了 #达人原创  发帖可以领积分 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.145.95.180  城市：香港 "," 创：2026-04-01 13:11:16 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324757","    Aff：502861344 , 我是小男娘 Vip：undefined 余额：0  |  收益：0  认证：否     "," 我是小男娘，想被爸爸艹 #福利自拍  我是小男娘，想被爸爸艹 "," 图片：4  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：222.142.49.152  城市：河南 "," 创：2026-04-01 13:09:21 改：2026-04-01 17:32:50 ","0","图片","ake123(id: 256)","福利自拍"
"324756","    Aff：82042050 , 酷酷大树 Vip：undefined 余额：0  |  收益：0  认证：否     "," 收 k 贱狗母狗母猪会调 不在意身材年龄会调 #SM调教  还有母狗比拼竞争 "," 图片：1  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.155.234.255  城市：浙江 "," 创：2026-04-01 13:08:01 改：2026-04-01 15:43:12 ","0","图片","ake123(id: 256)","SM调教"
"324755","    Aff：492900248 , 愤怒仙人掌 Vip：undefined 余额：10  |  收益：0  认证：否     "," 想看擦边漏点的视频，有没有资源 #达人原创  喜欢看 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.198.215.205  城市：河北 "," 创：2026-04-01 13:06:39 改：2026-04-01 15:36:29 ","0","文字","ake123(id: 256)","达人原创"
"324754","    Aff：82042050 , 酷酷大树 Vip：undefined 余额：0  |  收益：0  认证：否     "," 收 k 贱狗母猪不在意身材年龄 会调 #日常吐槽  收 k 贱狗母猪不在意身材年龄 会调 "," 图片：1  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.155.234.255  城市：浙江 "," 创：2026-04-01 13:06:32 改：2026-04-01 15:43:12 ","0","图片","ake123(id: 256)","日常吐槽"
"324753","    Aff：505257665 , 肉便丽 Vip：undefined 余额：1  |  收益：0  认证：否     "," 这是第一次和主人交配完回来的路上 #达人原创  那会的风都是甜的，感觉主人的精液在我体内激活了我这个缺少关爱的的身体 "," 图片：1  |  视频：0  点赞：0  |  浏览：362  点赞(假)：0  |  浏览(假)：0  评论：5  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.140.164.184  城市：陕西 "," 创：2026-04-01 13:05:58 改：2026-04-01 19:52:30 ","0","图片","ake123(id: 256)","达人原创"
"324752","    Aff：502907688 , 午后蜜桃 Vip：undefined 余额：0  |  收益：0  认证：否     "," 极品身材美女酒店激情！猛男大力后入每一下都撞在骚麻点上，高潮迭起直接哭着求饶 #福利自拍  酒店房间里，灯光暧昧。这个身材火辣、翘臀圆润的美女正被肌肉猛男压在床上疯狂抽插……猛男每一下都又深又.... "," 图片：2  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：140.245.60.29  城市：火星 "," 创：2026-04-01 13:03:57 改：2026-04-01 20:15:35 ","0","视频","ake123(id: 256)","福利自拍"
"324751","    Aff：357795933 , 内蒙古一夜七次郎 Vip：undefined 余额：0  |  收益：0  认证：否     "," 内蒙男人，邦硬邦硬的 #福利自拍  内蒙男人，邦硬邦硬的 "," 图片：1  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：220.195.106.11  城市：内蒙古 "," 创：2026-04-01 13:00:01 改：2026-04-01 15:57:58 ","0","图片","ake123(id: 256)","福利自拍"
"324750","    Aff：73361658 , 星星 Vip：undefined 余额：60  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #女友视角  。 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：123.185.145.63  城市：辽宁 "," 创：2026-04-01 12:58:54 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","女友视角"
"324749","    Aff：248528968 , 太虚浩初 Vip：undefined 余额：24  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #今日大瓜  。 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：123.185.145.63  城市：辽宁 "," 创：2026-04-01 12:57:15 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","今日大瓜"
"324748","    Aff：471554256 , 迷人金针菇 Vip：undefined 余额：13  |  收益：0  认证：否     "," 生活山山水水是实话实说 #情欲故事  喜欢继续继续继续剪指甲剪指甲洗净 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：106.112.146.208  城市：河北 "," 创：2026-04-01 12:57:11 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","情欲故事"
"324747","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 平时在抖音发视频时我装得又乖又甜，可私底下却给炒肉哥拍了大尺度裸舞私拍视频，现在全曝光了。 #今日大瓜  那些视频本来是会员付费的福利，只有花钱的人才能看到。我在里面脱得干干净净，一丝不挂，对着镜头扭腰摆臀.... "," 图片：1  |  视频：1  点赞：2  |  浏览：580  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:55:41 改：2026-04-01 20:31:22 ","0","视频","ake123(id: 256)","今日大瓜"
"324746","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 那个被金主包养的小母狗，精囊专用肉便器。 #今日大瓜  那天金主又把我叫到酒店，一进门他就把我按在墙上，粗暴地扯掉我的衣服。我还没反应过来，他已经把鸡巴狠狠.... "," 图片：1  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:54:28 改：2026-04-01 16:10:19 ","0","视频","ake123(id: 256)","今日大瓜"
"324745","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 看起来清纯乖巧，没想到自己拍的私密视频现在全流出来了。 #今日大瓜  我今年还小，皮肤白得发光，胸虽然不大，但又软又嫩，摸起来特别舒服。下面那粉嫩的小骚穴，更是没几根毛，.... "," 图片：3  |  视频：1  点赞：1  |  浏览：478  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:51:26 改：2026-04-01 20:36:36 ","0","视频","ake123(id: 256)","今日大瓜"
"324744","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 为了过上奢靡的生活，我彻底下海了，现在成了学校里人人皆知的校园公交车。 #今日大瓜  晚上我经常在出租屋里接客。只要有人加我微信，谈好价格，我就让他们过来。进门后我很少废话，直接跪下去给.... "," 图片：2  |  视频：1  点赞：2  |  浏览：625  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:49:23 改：2026-04-01 20:40:38 ","0","视频","ake123(id: 256)","今日大瓜"
"324743","    Aff：1485239 , 微笑踢白猫 Vip：undefined 余额：0  |  收益：0  认证：否     "," 付粗粗粗粗粗粗UC #原创视频  vvv个 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：45.207.156.18  城市：香港 "," 创：2026-04-01 12:47:19 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","原创视频"
"324742","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 表面看着正经，私底下却特别贱，被两个男人一起调教的视频现在全曝光了。 #今日大瓜  那天晚上他们把我叫到酒店，我一进门就乖乖跪下。两个男人轮流把鸡巴塞进我嘴里，我张大嘴又吃又吞，口水顺.... "," 图片：3  |  视频：1  点赞：0  |  浏览：482  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:46:07 改：2026-04-01 20:34:40 ","0","视频","ake123(id: 256)","今日大瓜"
"324741","    Aff：111739623 , 骚鸡姐姐 Vip：undefined 余额：0  |  收益：0  认证：否     "," 好久不见宝子们\\ud83e\\udd17 #达人原创  臭宝们，乖弟弟们好久不见啦，消失这么久其实是去生宝宝了，我好大哥50，她有2个女儿，一直还想要个儿子.... "," 图片：4  |  视频：0  点赞：1  |  浏览：483  点赞(假)：0  |  浏览(假)：0  评论：7  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：175.169.217.247  城市：辽宁 "," 创：2026-04-01 12:45:40 改：2026-04-01 20:47:19 ","0","图片","ake123(id: 256)","达人原创"
"324740","    Aff：82839910 , 精品私拍 Vip：undefined 余额：0  |  收益：2  认证：否     "," 极品肥鲍眼镜妹跟男友自拍视频泄露 05年的小妹妹就是嫩，完美露脸，童颜巨乳，打桩神器。 #今日大瓜  极品肥鲍眼镜妹跟男友自拍视频泄露 05年的小妹妹就是嫩，完美露脸，童颜巨乳，打桩神器。 "," 图片：3  |  视频：1  点赞：1  |  浏览：734  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.50  城市：火星 "," 创：2026-04-01 12:45:25 改：2026-04-01 20:35:27 ","0","视频","ake123(id: 256)","今日大瓜"
"324739","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 我就是那个爱穿护士装的小母狗，天天就想着舔鸡巴，被颜射。 #今日大瓜  那天我又偷偷换上那套白色护士装，短裙下面什么都没穿，一弯腰骚逼就露出来了。男友一回来，我就乖乖跪在他.... "," 图片：2  |  视频：1  点赞：2  |  浏览：631  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:44:25 改：2026-04-01 20:41:34 ","0","视频","ake123(id: 256)","今日大瓜"
"324738","    Aff：82494273 , 少女收藏阁 Vip：undefined 余额：0  |  收益：0  认证：否     "," 巨乳女神化身骚浪母狗！浪叫断续喘全程肉体颤抖，顶爽了。 #今日大瓜  巨乳女神化身骚浪母狗！浪叫断续喘全程肉体颤抖，顶爽了。 "," 图片：3  |  视频：1  点赞：1  |  浏览：366  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.50  城市：火星 "," 创：2026-04-01 12:44:07 改：2026-04-01 20:18:52 ","0","视频","ake123(id: 256)","今日大瓜"
"324737","    Aff：421373213 , 走光黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 甘肃天水的那个骚少妇，家里有老公孩子，表面上看起来贤妻良母，背地里却偷偷跟情夫搞得火热。 #今日大瓜  那天我们又约在酒店，一进门我就忍不住扑上去亲他。衣服还没脱完，我就被他按在床上，嫩穴已经湿得一塌糊涂.... "," 图片：3  |  视频：1  点赞：2  |  浏览：472  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:42:01 改：2026-04-01 20:33:45 ","0","视频","ake123(id: 256)","今日大瓜"
"324736","    Aff：82376595 , 尤物公社 Vip：undefined 余额：0  |  收益：0  认证：否     "," 顶级骚母狗白虎勾引学长狂干不停！翘臀高耸奶子弹跳，学长猛艹嫩穴，骑乘位摇晃喷潮。 #今日大瓜  顶级骚母狗白虎勾引学长狂干不停！翘臀高耸奶子弹跳，学长猛艹嫩穴，骑乘位摇晃喷潮。 "," 图片：3  |  视频：1  点赞：0  |  浏览：428  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.50  城市：火星 "," 创：2026-04-01 12:42:01 改：2026-04-01 20:43:23 ","0","视频","ake123(id: 256)","今日大瓜"
"324735","    Aff：421373213 , 走光黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 我就是河北师范大学的研究生赵怡，平时戴着眼镜，看起来斯文安静，没想到私底下和男友拍的那些视频现在全流 #今日大瓜  那天我特意换上了豹纹情趣内衣，下面穿着带口球和串珠的骚内裤。那条内裤后面还连着根小尾巴，一走路串珠就.... "," 图片：3  |  视频：1  点赞：0  |  浏览：319  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:40:13 改：2026-04-01 20:47:57 ","0","视频","ake123(id: 256)","今日大瓜"
"324734","    Aff：479054881 , 机智御姐 Vip：undefined 余额：0  |  收益：0  认证：否     "," 欢迎哥哥姐姐们来欣赏母狗诞生 #达人原创  欢迎哥哥姐姐们来欣赏母狗诞生 "," 图片：4  |  视频：0  点赞：1  |  浏览：309  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：125.139.56.3  城市：火星 "," 创：2026-04-01 12:39:26 改：2026-04-01 20:48:58 ","0","图片","ake123(id: 256)","达人原创"
"324733","    Aff：244205405 , 快乐太阳 Vip：undefined 余额：0  |  收益：0  认证：否     "," 求求兄弟们找找他的吧 找了好久了 #求瓜求片  抖音的以前叫小鱼儿现在抖音名字🌴 "," 图片：1  |  视频：0  点赞：0  |  浏览：320  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：42.53.205.217  城市：辽宁 "," 创：2026-04-01 12:38:40 改：2026-04-01 19:21:27 ","0","图片","ake123(id: 256)","求瓜求片"
"324732","    Aff：418905920 , 无心八宝粥 Vip：undefined 余额：15  |  收益：0  认证：否     "," 逼上有尿堿，舔起來才美味 #达人原创  逼上有尿堿，舔起來才美味 "," 图片：1  |  视频：0  点赞：1  |  浏览：368  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.202.225.111  城市：辽宁 "," 创：2026-04-01 12:37:31 改：2026-04-01 20:44:51 ","0","图片","ake123(id: 256)","达人原创"
"324731","    Aff：421372732 , 黑料吃瓜马瑞 Vip：undefined 余额：0  |  收益：0  认证：否     "," 在外人眼里，我长得清纯，成绩也好，可私底下我却是男主的三号母狗，一只彻头彻尾的贱货。 #今日大瓜  他一发话，我就乖乖跪在地上，脱光衣服学狗爬，屁股高高翘起，一边爬一边“汪汪”叫给他听。他喜欢羞辱我，.... "," 图片：2  |  视频：1  点赞：3  |  浏览：318  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:37:29 改：2026-04-01 20:23:06 ","0","视频","ake123(id: 256)","今日大瓜"
"324730","    Aff：500826632 , 暂借的放纵 Vip：undefined 余额：0  |  收益：0  认证：否     "," 善良小姨子酒店激情！蜜桃肥臀被姐夫无套狂干，浴室镜子前深喉口爆，舌吻调教到全身颤抖 #福利自拍  外表看起来善良温柔的小姨子，私底下竟是极品白嫩人妻属性！她全裸坐在酒店大床上，双腿大开，露出粉嫩多毛.... "," 图片：2  |  视频：1  点赞：0  |  浏览：53  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：140.245.60.29  城市：火星 "," 创：2026-04-01 12:36:05 改：2026-04-01 20:28:35 ","0","视频","ake123(id: 256)","福利自拍"
"324729","    Aff：421372732 , 黑料吃瓜马瑞 Vip：undefined 余额：0  |  收益：0  认证：否     "," 那天晚上，我特意穿上了那套黑白情趣女仆装，裙子又短又透，蕾丝边勉强盖住屁股，一弯腰就全走光了 #今日大瓜  男友拿着手机说要给我拍视频，我当时脸红得要命，却又莫名兴奋。他让我跪在床上，翘起屁股对着镜头。我一边.... "," 图片：3  |  视频：1  点赞：1  |  浏览：313  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.36.181  城市：湖南 "," 创：2026-04-01 12:35:00 改：2026-04-01 20:43:48 ","0","视频","ake123(id: 256)","今日大瓜"
"324728","    Aff：460277908 , 大风车吱呀吱呀转 Vip：undefined 余额：0  |  收益：0  认证：否     "," 收到姐带你去啊个 #原创视频  是你的观点与 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.32.149.5  城市：山东 "," 创：2026-04-01 12:33:18 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","原创视频"
"324727","    Aff：503823186 , 不是山谷 Vip：undefined 余额：0  |  收益：0  认证：否     "," 小骚逼母狗，自己来 #资源分享  小骚逼母狗，自己来 "," 图片：0  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.223.167.208  城市：四川 "," 创：2026-04-01 12:32:29 改：2026-04-01 16:11:45 ","0","视频","ake123(id: 256)","资源分享"
"324726","    Aff：504886591 , 大G8爱少妇 Vip：undefined 余额：1  |  收益：0  认证：否     "," 有青海的女嘛？出来让我认识认识 #SM调教  就是想认识一下 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：125.72.63.66  城市：青海 "," 创：2026-04-01 12:30:36 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","SM调教"
"324725","    Aff：37565480 , 不安西装 Vip：undefined 余额：40  |  收益：0  认证：否     "," 快手主播福利资源，福利视频。 #求瓜求片  求 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：222.214.220.228  城市：四川 "," 创：2026-04-01 12:26:35 改：2026-04-01 15:36:29 ","0","文字","ake123(id: 256)","求瓜求片"
"324724","    Aff：48355364 , 传统向大叔 Vip：undefined 余额：18  |  收益：0  认证：否     "," ～啊啊啊啊啊啊啊啊，啊啊啊啊啊，啊啊啊啊？！ #达人原创  ～啊啊啊啊啊啊啊啊，啊啊啊啊啊，啊啊啊啊？！ "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：106.9.73.197  城市：河北 "," 创：2026-04-01 12:24:31 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324723","    Aff：505256565 , 安阳单男找女 Vip：undefined 余额：0  |  收益：0  认证：否     "," 安阳有没有已婚少妇寂寞的？ #人妻熟女  来个关注私信 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：222.139.31.45  城市：河南 "," 创：2026-04-01 12:23:26 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","人妻熟女"
"324722","    Aff：48355364 , 传统向大叔 Vip：undefined 余额：18  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #达人原创  复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：106.9.73.197  城市：河北 "," 创：2026-04-01 12:23:18 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324721","    Aff：346144081 , 文艺蜗牛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 想给老婆刷锅 大哥帮帮我 #达人原创  想给老婆刷锅 大哥帮帮我 "," 图片：2  |  视频：0  点赞：0  |  浏览：153  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.160.160.94  城市：山东 "," 创：2026-04-01 12:23:02 改：2026-04-01 20:17:01 ","0","图片","ake123(id: 256)","达人原创"
"324720","    Aff：134298704 , 寒冷和魔镜 Vip：undefined 余额：0  |  收益：54654  认证：  原创主       "," 妈妈的胸挺大，屁股也挺翘的妈妈穿的是皮裙，真性感，好像钻进裙子里舔妈妈的骚穴 #海角乱伦社区  风韵母亲#熟女#肥臀妈妈边穿衣服，说站着穿不好，又坐在床上穿妈妈坐在床上的样子，妈妈的身材是不是很好.... "," 图片：6  |  视频：1  点赞：1  |  浏览：3002  点赞(假)：0  |  浏览(假)：0  评论：6  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.50  城市：火星 "," 创：2026-04-01 12:20:51 改：2026-04-01 20:30:18 ","0","视频","ake123(id: 256)","海角乱伦社区"
